Identif;MonthlyPeoples;DailyPeoples;HourlyPeoples_08_22;HourlyPeoples_08_10;HourlyPeoples_17_19;HourlyPeoples_22_08;DistrictName;WKT;HeatmapPoint;Author;lat1;lon1;lat2;lon2
673418;40597;1353;84;128;115;17;Хамовники;LINESTRING (37.57272 55.739345, 37.572821 55.73936);POINT (37.5728 55.7394);myData.biz;55.739345;37.57272;55.73936;37.572821
673419;10650;355;22;33;30;4;Хамовники;LINESTRING (37.572821 55.73936, 37.572959 55.739398);POINT (37.5729 55.7394);myData.biz;55.73936;37.572821;55.739398;37.572959
673420;10650;355;22;33;30;4;Хамовники;LINESTRING (37.572959 55.739398, 37.573957 55.739608);POINT (37.5735 55.7395);myData.biz;55.739398;37.572959;55.739608;37.573957
673421;10650;355;22;33;30;4;Хамовники;LINESTRING (37.573957 55.739608, 37.574205 55.739611);POINT (37.5741 55.7396);myData.biz;55.739608;37.573957;55.739611;37.574205
673422;10650;355;22;33;30;4;Хамовники;LINESTRING (37.574205 55.739611, 37.574696 55.739529);POINT (37.5745 55.7396);myData.biz;55.739611;37.574205;55.739529;37.574696
673423;76745;2558;158;243;217;33;Хамовники;LINESTRING (37.574696 55.739529, 37.574843 55.739505);POINT (37.5748 55.7395);myData.biz;55.739529;37.574696;55.739505;37.574843
673424;48457;1615;100;153;137;20;Хамовники;LINESTRING (37.574843 55.739505, 37.575555 55.739459);POINT (37.5752 55.7395);myData.biz;55.739505;37.574843;55.739459;37.575555
673425;48457;1615;100;153;137;20;Хамовники;LINESTRING (37.575555 55.739459, 37.57567 55.739434);POINT (37.5756 55.7394);myData.biz;55.739459;37.575555;55.739434;37.57567
673428;3812;127;7;12;10;1;Хамовники;LINESTRING (37.579358 55.741617, 37.578951 55.741692);POINT (37.5792 55.7417);myData.biz;55.741617;37.579358;55.741692;37.578951
673429;1704;56;3;5;4;0;Хамовники;LINESTRING (37.596687 55.744057, 37.596637 55.744124);POINT (37.5967 55.7441);myData.biz;55.744057;37.596687;55.744124;37.596637
673430;24232;807;50;76;68;10;Хамовники;LINESTRING (37.596637 55.744124, 37.596296 55.744663);POINT (37.5965 55.7444);myData.biz;55.744124;37.596637;55.744663;37.596296
673431;1979;65;4;6;5;0;Хамовники;LINESTRING (37.596687 55.744057, 37.596791 55.743953);POINT (37.5967 55.744);myData.biz;55.744057;37.596687;55.743953;37.596791
673432;20767;692;43;65;58;8;Хамовники;LINESTRING (37.596791 55.743953, 37.597023 55.743794);POINT (37.5969 55.743899999999996);myData.biz;55.743953;37.596791;55.743794;37.597023
673433;113079;3769;234;358;320;48;Хамовники;LINESTRING (37.597023 55.743794, 37.597594 55.743403);POINT (37.5973 55.7436);myData.biz;55.743794;37.597023;55.743403;37.597594
673434;113079;3769;234;358;320;48;Хамовники;LINESTRING (37.597594 55.743403, 37.597631 55.743394);POINT (37.5976 55.7434);myData.biz;55.743403;37.597594;55.743394;37.597631
673435;9579;319;19;30;27;4;Хамовники;LINESTRING (37.596827 55.744698, 37.596814 55.744742);POINT (37.5968 55.7447);myData.biz;55.744698;37.596827;55.744742;37.596814
673436;9579;319;19;30;27;4;Хамовники;LINESTRING (37.596814 55.744742, 37.596841 55.744743);POINT (37.5968 55.7447);myData.biz;55.744742;37.596814;55.744743;37.596841
673437;9579;319;19;30;27;4;Хамовники;LINESTRING (37.596841 55.744743, 37.596835 55.744796);POINT (37.5968 55.7448);myData.biz;55.744743;37.596841;55.744796;37.596835
673440;1275;42;2;3;3;0;Хамовники;LINESTRING (37.597069 55.743762, 37.597023 55.743794);POINT (37.597 55.7438);myData.biz;55.743762;37.597069;55.743794;37.597023
673441;18788;626;38;59;53;8;Хамовники;LINESTRING (37.596791 55.743953, 37.596637 55.744124);POINT (37.5967 55.744);myData.biz;55.743953;37.596791;55.744124;37.596637
673443;82586;2752;171;261;233;35;Хамовники;LINESTRING (37.597626 55.743206, 37.597563 55.743164);POINT (37.5976 55.7432);myData.biz;55.743206;37.597626;55.743164;37.597563
673446;1485;49;3;4;4;0;Хамовники;LINESTRING (37.596722 55.743846, 37.596607 55.743925);POINT (37.5967 55.743899999999996);myData.biz;55.743846;37.596722;55.743925;37.596607
673447;2326;77;4;7;6;1;Хамовники;LINESTRING (37.596722 55.743846, 37.596885 55.743732);POINT (37.5968 55.7438);myData.biz;55.743846;37.596722;55.743732;37.596885
673449;27114;903;56;85;76;11;Хамовники;LINESTRING (37.587521 55.739753, 37.587678 55.739636);POINT (37.5876 55.7397);myData.biz;55.739753;37.587521;55.739636;37.587678
673450;27114;903;56;85;76;11;Хамовники;LINESTRING (37.587678 55.739636, 37.587734 55.739594);POINT (37.5877 55.7396);myData.biz;55.739636;37.587678;55.739594;37.587734
673451;33011;1100;68;104;93;14;Хамовники;LINESTRING (37.587734 55.739594, 37.587767 55.73957);POINT (37.5878 55.7396);myData.biz;55.739594;37.587734;55.73957;37.587767
673452;33011;1100;68;104;93;14;Хамовники;LINESTRING (37.587767 55.73957, 37.587433 55.73943);POINT (37.5876 55.7395);myData.biz;55.73957;37.587767;55.73943;37.587433
673453;1485;49;3;4;4;0;Хамовники;LINESTRING (37.587403 55.739841, 37.587389 55.739851);POINT (37.5874 55.7398);myData.biz;55.739841;37.587403;55.739851;37.587389
673454;17034;567;35;53;48;7;Хамовники;LINESTRING (37.587389 55.739851, 37.58723 55.73997);POINT (37.5873 55.7399);myData.biz;55.739851;37.587389;55.73997;37.58723
673455;17034;567;35;53;48;7;Хамовники;LINESTRING (37.58723 55.73997, 37.587133 55.740043);POINT (37.5872 55.74);myData.biz;55.73997;37.58723;55.740043;37.587133
673456;17034;567;35;53;48;7;Хамовники;LINESTRING (37.587133 55.740043, 37.587073 55.740029);POINT (37.5871 55.74);myData.biz;55.740043;37.587133;55.740029;37.587073
673457;17034;567;35;53;48;7;Хамовники;LINESTRING (37.587073 55.740029, 37.586786 55.739913);POINT (37.5869 55.74);myData.biz;55.740029;37.587073;55.739913;37.586786
673458;294669;9822;610;933;834;127;Хамовники;LINESTRING (37.586615 55.738898, 37.586633 55.738876);POINT (37.5866 55.7389);myData.biz;55.738898;37.586615;55.738876;37.586633
673459;294669;9822;610;933;834;127;Хамовники;LINESTRING (37.586633 55.738876, 37.586691 55.738811);POINT (37.5867 55.7388);myData.biz;55.738876;37.586633;55.738811;37.586691
673461;13144;438;27;41;37;5;Хамовники;LINESTRING (37.573129 55.715463, 37.574136 55.715002);POINT (37.5736 55.7152);myData.biz;55.715463;37.573129;55.715002;37.574136
673462;15247;508;31;48;43;6;Хамовники;LINESTRING (37.574136 55.715002, 37.57473 55.714722);POINT (37.5744 55.7149);myData.biz;55.715002;37.574136;55.714722;37.57473
673463;5189;172;10;16;14;2;Хамовники;LINESTRING (37.578432 55.744284, 37.578489 55.744269);POINT (37.5785 55.7443);myData.biz;55.744284;37.578432;55.744269;37.578489
673464;12041;401;24;38;34;5;Хамовники;LINESTRING (37.578489 55.744269, 37.578593 55.74424);POINT (37.5785 55.7443);myData.biz;55.744269;37.578489;55.74424;37.578593
673466;52469;1748;108;166;148;22;Хамовники;LINESTRING (37.581963 55.738, 37.58165 55.737963);POINT (37.5818 55.738);myData.biz;55.738;37.581963;55.737963;37.58165
673467;51913;1730;107;164;147;22;Хамовники;LINESTRING (37.58165 55.737963, 37.580543 55.738027);POINT (37.5811 55.738);myData.biz;55.737963;37.58165;55.738027;37.580543
673468;51746;1724;107;163;146;22;Хамовники;LINESTRING (37.580543 55.738027, 37.580247 55.738044);POINT (37.5804 55.738);myData.biz;55.738027;37.580543;55.738044;37.580247
673469;53426;1780;110;169;151;23;Хамовники;LINESTRING (37.580191 55.737708, 37.580617 55.737688);POINT (37.5804 55.7377);myData.biz;55.737708;37.580191;55.737688;37.580617
673470;53426;1780;110;169;151;23;Хамовники;LINESTRING (37.580617 55.737688, 37.580876 55.737675);POINT (37.5807 55.7377);myData.biz;55.737688;37.580617;55.737675;37.580876
673471;53426;1780;110;169;151;23;Хамовники;LINESTRING (37.580876 55.737675, 37.580854 55.73756);POINT (37.5809 55.7376);myData.biz;55.737675;37.580876;55.73756;37.580854
673472;53426;1780;110;169;151;23;Хамовники;LINESTRING (37.580854 55.73756, 37.581069 55.737546);POINT (37.581 55.7376);myData.biz;55.73756;37.580854;55.737546;37.581069
673473;53426;1780;110;169;151;23;Хамовники;LINESTRING (37.581069 55.737546, 37.58124 55.737536);POINT (37.5812 55.7375);myData.biz;55.737546;37.581069;55.737536;37.58124
673474;132295;4409;273;418;374;57;Хамовники;LINESTRING (37.58124 55.737536, 37.581234 55.737502);POINT (37.5812 55.7375);myData.biz;55.737536;37.58124;55.737502;37.581234
673475;132295;4409;273;418;374;57;Хамовники;LINESTRING (37.581234 55.737502, 37.581232 55.737493);POINT (37.5812 55.7375);myData.biz;55.737502;37.581234;55.737493;37.581232
673476;132295;4409;273;418;374;57;Хамовники;LINESTRING (37.581232 55.737493, 37.581224 55.73745);POINT (37.5812 55.7375);myData.biz;55.737493;37.581232;55.73745;37.581224
673477;132295;4409;273;418;374;57;Хамовники;LINESTRING (37.581224 55.73745, 37.581222 55.737421);POINT (37.5812 55.7374);myData.biz;55.73745;37.581224;55.737421;37.581222
673478;89997;2999;186;284;254;38;Хамовники;LINESTRING (37.581929 55.736523, 37.581973 55.736493);POINT (37.582 55.7365);myData.biz;55.736523;37.581929;55.736493;37.581973
673479;87278;2909;180;276;247;37;Хамовники;LINESTRING (37.581973 55.736493, 37.58242 55.736182);POINT (37.5822 55.7363);myData.biz;55.736493;37.581973;55.736182;37.58242
673480;85530;2851;177;270;242;37;Хамовники;LINESTRING (37.58242 55.736182, 37.582627 55.736037);POINT (37.5825 55.7361);myData.biz;55.736182;37.58242;55.736037;37.582627
673481;41370;1379;85;131;117;17;Хамовники;LINESTRING (37.582627 55.736037, 37.581398 55.735467);POINT (37.582 55.7358);myData.biz;55.736037;37.582627;55.735467;37.581398
673483;231140;7704;478;731;654;100;Хамовники;LINESTRING (37.593618 55.736026, 37.59355 55.73597);POINT (37.5936 55.736);myData.biz;55.736026;37.593618;55.73597;37.59355
673484;231140;7704;478;731;654;100;Хамовники;LINESTRING (37.59355 55.73597, 37.593589 55.735957);POINT (37.5936 55.736);myData.biz;55.73597;37.59355;55.735957;37.593589
673485;231140;7704;478;731;654;100;Хамовники;LINESTRING (37.593589 55.735957, 37.593699 55.735916);POINT (37.5936 55.7359);myData.biz;55.735957;37.593589;55.735916;37.593699
673486;231140;7704;478;731;654;100;Хамовники;LINESTRING (37.593699 55.735916, 37.593725 55.735906);POINT (37.5937 55.7359);myData.biz;55.735916;37.593699;55.735906;37.593725
673487;226065;7535;468;715;640;97;Хамовники;LINESTRING (37.59345 55.735468, 37.593613 55.735362);POINT (37.5935 55.7354);myData.biz;55.735468;37.59345;55.735362;37.593613
673488;226065;7535;468;715;640;97;Хамовники;LINESTRING (37.593613 55.735362, 37.593723 55.735199);POINT (37.5937 55.7353);myData.biz;55.735362;37.593613;55.735199;37.593723
673489;194888;6496;403;617;552;84;Хамовники;LINESTRING (37.593723 55.735199, 37.593563 55.734892);POINT (37.5936 55.735);myData.biz;55.735199;37.593723;55.734892;37.593563
673490;364372;12145;754;1153;1032;157;Хамовники;LINESTRING (37.593563 55.734892, 37.593491 55.734764);POINT (37.5935 55.7348);myData.biz;55.734892;37.593563;55.734764;37.593491
673491;343963;11465;712;1089;974;149;Хамовники;LINESTRING (37.593491 55.734764, 37.593346 55.734508);POINT (37.5934 55.7346);myData.biz;55.734764;37.593491;55.734508;37.593346
673492;350526;11684;726;1109;993;151;Хамовники;LINESTRING (37.593346 55.734508, 37.593309 55.734443);POINT (37.5933 55.7345);myData.biz;55.734508;37.593346;55.734443;37.593309
673493;196454;6548;406;622;556;85;Хамовники;LINESTRING (37.593309 55.734443, 37.592981 55.733862);POINT (37.5931 55.7342);myData.biz;55.734443;37.593309;55.733862;37.592981
673494;196454;6548;406;622;556;85;Хамовники;LINESTRING (37.592981 55.733862, 37.59277 55.733533);POINT (37.5929 55.7337);myData.biz;55.733862;37.592981;55.733533;37.59277
673495;196454;6548;406;622;556;85;Хамовники;LINESTRING (37.59277 55.733533, 37.592688 55.733391);POINT (37.5927 55.7335);myData.biz;55.733533;37.59277;55.733391;37.592688
673496;234196;7806;485;741;663;101;Хамовники;LINESTRING (37.592688 55.733391, 37.592326 55.732762);POINT (37.5925 55.7331);myData.biz;55.733391;37.592688;55.732762;37.592326
673497;285427;9514;591;903;808;123;Хамовники;LINESTRING (37.592326 55.732762, 37.592278 55.732561);POINT (37.5923 55.7327);myData.biz;55.732762;37.592326;55.732561;37.592278
673498;285427;9514;591;903;808;123;Хамовники;LINESTRING (37.592278 55.732561, 37.592175 55.732464);POINT (37.5922 55.7325);myData.biz;55.732561;37.592278;55.732464;37.592175
673499;285427;9514;591;903;808;123;Хамовники;LINESTRING (37.592175 55.732464, 37.592046 55.732315);POINT (37.5921 55.7324);myData.biz;55.732464;37.592175;55.732315;37.592046
673500;622398;20746;1289;1970;1763;269;Хамовники;LINESTRING (37.594241 55.735823, 37.594275 55.735897);POINT (37.5943 55.7359);myData.biz;55.735823;37.594241;55.735897;37.594275
673501;622398;20746;1289;1970;1763;269;Хамовники;LINESTRING (37.594275 55.735897, 37.594605 55.736683);POINT (37.5944 55.7363);myData.biz;55.735897;37.594275;55.736683;37.594605
673502;600140;20004;1243;1900;1700;260;Хамовники;LINESTRING (37.594605 55.736683, 37.594869 55.737223);POINT (37.5947 55.737);myData.biz;55.736683;37.594605;55.737223;37.594869
673503;600140;20004;1243;1900;1700;260;Хамовники;LINESTRING (37.594869 55.737223, 37.594861 55.737251);POINT (37.5949 55.7372);myData.biz;55.737223;37.594869;55.737251;37.594861
673504;475063;15835;984;1504;1345;205;Хамовники;LINESTRING (37.594861 55.737251, 37.594887 55.737314);POINT (37.5949 55.7373);myData.biz;55.737251;37.594861;55.737314;37.594887
