Identif,MonthlyPeoples,DailyPeoples,HourlyPeoples_08_22,HourlyPeoples_08_10,HourlyPeoples_17_19,HourlyPeoples_22_08,DistrictName,WKT,HeatmapPoint,Author,lat1,lon1,lat2,lon2,CoordinateLan,CoordinateLng,P,RentCost,NormalizeRentCost,NormalizeTraffic,RelativeValue
689458,76549,2551,158,242,216,33,Хамовники,"LINESTRING (37.579506 55.728945, 37.579553 55.728842)",POINT (37.5795 55.7289),myData.biz,55.728945,37.579506,55.728842,37.579553,55.7289,37.5795,0.95,327135.7437161527,0.5233349553655068,0.04719165291356143,0.008414988130671871
689459,76549,2551,158,242,216,33,Хамовники,"LINESTRING (37.579553 55.728842, 37.579609 55.728826)",POINT (37.5796 55.7288),myData.biz,55.728842,37.579553,55.728826,37.579609,55.7288,37.5796,0.95,324407.28838631115,0.5189701260527276,0.04719165291356143,0.008492044309371968
689460,82380,2746,170,260,233,35,Хамовники,"LINESTRING (37.579609 55.728826, 37.579626 55.728746)",POINT (37.5796 55.7288),myData.biz,55.728826,37.579609,55.728746,37.579626,55.7288,37.5796,0.95,324407.28838631115,0.5189701260527276,0.05078781240517758,0.009139166074789026
689461,177020,5900,366,560,501,76,Хамовники,"LINESTRING (37.579626 55.728746, 37.579657 55.728697)",POINT (37.5796 55.7287),myData.biz,55.728746,37.579626,55.728697,37.579657,55.7287,37.5796,0.95,330427.2010949841,0.5286004436774305,0.10915525097258506,0.019249028511694726
689462,19940,664,41,63,56,8,Хамовники,"LINESTRING (37.585298 55.728659, 37.585236 55.728694)",POINT (37.5853 55.7287),myData.biz,55.728659,37.585298,55.728694,37.585236,55.7287,37.5853,0.296720642724456,450340.9569903554,0.7204317230878082,0.012279117729047792,0.01806291892735232
689463,91709,3056,189,290,259,39,Хамовники,"LINESTRING (37.579076 55.729956, 37.579594 55.730133)",POINT (37.5793 55.73),myData.biz,55.729956,37.579076,55.730133,37.579594,55.73,37.5793,0.95,305148.78899695026,0.48816146236106117,0.05654129755305738,0.010826143181078282
689464,31550,1051,65,99,89,13,Хамовники,"LINESTRING (37.5792 55.729671, 37.579757 55.729844)",POINT (37.5795 55.7298),myData.biz,55.729671,37.5792,55.729844,37.579757,55.7298,37.5795,0.95,304382.4697013521,0.48693554787098614,0.01943936669108922,0.0037310326655335684
689465,27410,913,56,86,77,11,Хамовники,"LINESTRING (37.579757 55.729844, 37.580055 55.729695)",POINT (37.5799 55.7298),myData.biz,55.729844,37.579757,55.729695,37.580055,55.7298,37.5799,0.95,305371.49200495105,0.48851773010227517,0.016886099619353518,0.0032309850220052392
689466,20376,679,42,64,57,8,Хамовники,"LINESTRING (37.580055 55.729695, 37.580212 55.729596)",POINT (37.5801 55.7296),myData.biz,55.729695,37.580055,55.729596,37.580212,55.7296,37.5801,0.95,304539.66784155346,0.48718702461050273,0.012548012522109813,0.0024071821958559884
689467,24665,822,51,78,69,10,Хамовники,"LINESTRING (37.580212 55.729596, 37.58031 55.729536)",POINT (37.5803 55.7296),myData.biz,55.729596,37.580212,55.729536,37.58031,55.7296,37.5803,0.95,304633.5356898082,0.4873371891124129,0.015193172539180932,0.0029137702051601684
689468,24665,822,51,78,69,10,Хамовники,"LINESTRING (37.58031 55.729536, 37.580546 55.729504)",POINT (37.5804 55.7295),myData.biz,55.729536,37.58031,55.729504,37.580546,55.7295,37.5804,0.95,308510.43399164017,0.4935392328715397,0.015193172539180932,0.0028785202710267447
689469,14611,487,30,46,41,6,Хамовники,"LINESTRING (37.580546 55.729504, 37.580929 55.729639)",POINT (37.5807 55.7296),myData.biz,55.729504,37.580546,55.729639,37.580929,55.7296,37.5807,0.95,461609.47912052914,0.7384584707378569,0.008992557288159009,0.0008798302422629452
689470,18266,608,37,57,51,7,Хамовники,"LINESTRING (37.580929 55.729639, 37.580992 55.729578)",POINT (37.581 55.7296),myData.biz,55.729639,37.580929,55.729578,37.580992,55.7296,37.581,0.95,514332.79744026304,0.8228022687659992,0.01124670973917205,0.0007455188995739058
689471,16205,540,33,51,45,7,Хамовники,"LINESTRING (37.580992 55.729578, 37.581078 55.72961)",POINT (37.581 55.7296),myData.biz,55.729578,37.580992,55.72961,37.581078,55.7296,37.581,0.95,514332.79744026304,0.8228022687659992,0.00997562678389493,0.0006612616911936789
689475,471,15,0,1,1,0,Хамовники,"LINESTRING (37.577647 55.735269, 37.577925 55.735277)",POINT (37.5778 55.7353),myData.biz,55.735269,37.577647,55.735277,37.577925,55.7353,37.5778,0.20238654456433322,475555.4875265421,0.7607685102760031,0.0002719784489457597,0.00038828473643203414
689476,471,15,0,1,1,0,Хамовники,"LINESTRING (37.577925 55.735277, 37.578063 55.735302)",POINT (37.578 55.7353),myData.biz,55.735277,37.577925,55.735302,37.578063,55.7353,37.578,0.20303065739405513,474946.94412430294,0.7597949967824374,0.0002719784489457597,0.00038954996242215515
689477,797,26,1,2,2,0,Хамовники,"LINESTRING (37.578063 55.735302, 37.578148 55.735371)",POINT (37.5781 55.7353),myData.biz,55.735302,37.578063,55.735371,37.578148,55.7353,37.5781,0.20330526392822054,474946.94412430294,0.7597949967824374,0.0004730328125655277,0.0006772831538288623
689478,797,26,1,2,2,0,Хамовники,"LINESTRING (37.578148 55.735371, 37.578146 55.735439)",POINT (37.5781 55.7354),myData.biz,55.735371,37.578148,55.735439,37.578146,55.7354,37.5781,0.19882662348061986,478305.28239054343,0.7651674773748046,0.0004730328125655277,0.0006658570910342708
689479,797,26,1,2,2,0,Хамовники,"LINESTRING (37.578146 55.735439, 37.578593 55.735435)",POINT (37.5784 55.7354),myData.biz,55.735439,37.578146,55.735435,37.578593,55.7354,37.5784,0.19941523285402898,465538.45901485387,0.7447438316981423,0.0004730328125655277,0.0007232356823700465
689480,797,26,1,2,2,0,Хамовники,"LINESTRING (37.578593 55.735435, 37.578593 55.735504)",POINT (37.5786 55.7355),myData.biz,55.735435,37.578593,55.735504,37.578593,55.7355,37.5786,0.19531433612320698,519323.8256842092,0.8307866349169929,0.0004730328125655277,0.00048190030703070897
689482,46512,1550,96,147,131,20,Хамовники,"LINESTRING (37.573965 55.719075, 37.573649 55.719209)",POINT (37.5738 55.7191),myData.biz,55.719075,37.573965,55.719209,37.573649,55.7191,37.5738,0.5497286028358053,326867.34523007425,0.5229055865696436,0.028666898557589124,0.0460749009442568
689483,12898,429,26,40,36,5,Хамовники,"LINESTRING (37.573649 55.719209, 37.573316 55.718963)",POINT (37.5735 55.7191),myData.biz,55.719209,37.573649,55.718963,37.573316,55.7191,37.5735,0.606269354745133,326855.2734109148,0.5228862747526057,0.007936096782390104,0.01115406301590069
689484,8577,285,17,27,24,3,Хамовники,"LINESTRING (37.573316 55.718963, 37.572661 55.719241)",POINT (37.573 55.7191),myData.biz,55.718963,37.573316,55.719241,37.572661,55.7191,37.573,0.7258788783968149,325639.6906151044,0.5209416537939142,0.005271201367663058,0.005178995429285642
689485,23340,778,48,73,66,10,Хамовники,"LINESTRING (37.572661 55.719241, 37.572127 55.718845)",POINT (37.5724 55.719),myData.biz,55.719241,37.572661,55.718845,37.572127,55.719,37.5724,0.89,322788.8820386355,0.5163810906417161,0.014376003729990157,0.005721885260284497
689486,18042,601,37,57,51,7,Хамовники,"LINESTRING (37.572127 55.718845, 37.571971 55.718839)",POINT (37.572 55.7188),myData.biz,55.718845,37.572127,55.718839,37.571971,55.7188,37.572,0.89,324449.93481095176,0.5190383494032514,0.011108561955580553,0.004397096385341844
689488,2899,96,5,9,8,1,Хамовники,"LINESTRING (37.558546 55.725266, 37.558656 55.725188)",POINT (37.5586 55.7252),myData.biz,55.725266,37.558546,55.725188,37.558656,55.7252,37.5586,0.332533802694336,333392.49285261176,0.5333441505811414,0.0017694017460893076,0.004123418845383946
689489,2899,96,5,9,8,1,Хамовники,"LINESTRING (37.558656 55.725188, 37.558961 55.72497)",POINT (37.5588 55.7251),myData.biz,55.725188,37.558656,55.72497,37.558961,55.7251,37.5588,0.329532807325714,333021.15599662485,0.5327501067732037,0.0017694017460893076,0.0041472307846159625
689490,1835,61,3,5,5,0,Хамовники,"LINESTRING (37.558961 55.72497, 37.559169 55.724821)",POINT (37.5591 55.7249),myData.biz,55.72497,37.558961,55.724821,37.559169,55.7249,37.5591,0.31821907219713025,331513.76628835645,0.5303386695352652,0.001113199774029697,0.0026669063848135098
689491,1064,35,2,3,2,0,Хамовники,"LINESTRING (37.558961 55.72497, 37.558564 55.724787)",POINT (37.5588 55.7249),myData.biz,55.72497,37.558961,55.724787,37.558564,55.7249,37.5588,0.30976210153093425,332668.4149713983,0.5321858115289718,0.0006377000367571781,0.0015406132978990248
689492,1064,35,2,3,2,0,Хамовники,"LINESTRING (37.558564 55.724787, 37.55855 55.724678)",POINT (37.5586 55.7247),myData.biz,55.724787,37.558564,55.724678,37.55855,55.7247,37.5586,0.28703089849673286,331492.99877340166,0.5303054468333808,0.0006377000367571781,0.00159774579898344
689493,1064,35,2,3,2,0,Хамовники,"LINESTRING (37.55855 55.724678, 37.558432 55.724623)",POINT (37.5585 55.7247),myData.biz,55.724678,37.55855,55.724623,37.558432,55.7247,37.5585,0.2845361430550073,330217.2212999683,0.528264529816444,0.0006377000367571781,0.001610303301614191
689494,1758,58,3,5,4,0,Хамовники,"LINESTRING (37.560153 55.725814, 37.560091 55.72579)",POINT (37.5601 55.7258),myData.biz,55.725814,37.560153,55.72579,37.560091,55.7258,37.5601,0.507090176209421,335439.7562859952,0.5366192474270669,0.0010657114734201197,0.0018211684387101196
689495,1758,58,3,5,4,0,Хамовники,"LINESTRING (37.560091 55.72579, 37.560062 55.725418)",POINT (37.5601 55.7256),myData.biz,55.72579,37.560091,55.725418,37.560062,55.7256,37.5601,0.4585971365964094,332467.7121976238,0.5318647385245705,0.0010657114734201197,0.002020861518577018
689496,1758,58,3,5,4,0,Хамовники,"LINESTRING (37.560062 55.725418, 37.560278 55.725293)",POINT (37.5602 55.7254),myData.biz,55.725418,37.560062,55.725293,37.560278,55.7254,37.5602,0.42135571310748643,350404.21720936324,0.5605585499964989,0.0010657114734201197,0.0020274835512405207
689497,4223,140,8,13,11,1,Хамовники,"LINESTRING (37.562604 55.726395, 37.563111 55.726292)",POINT (37.5629 55.7263),myData.biz,55.726395,37.562604,55.726292,37.563111,55.7263,37.5629,0.6092242753854481,359800.8752704409,0.5755907948342902,0.0025859538241033344,0.0032087667381650643
689498,7491,249,15,23,21,3,Хамовники,"LINESTRING (37.563111 55.726292, 37.563191 55.726141)",POINT (37.5632 55.7262),myData.biz,55.726292,37.563111,55.726141,37.563191,55.7262,37.5632,0.5410919813784683,387696.9258826556,0.620217326957152,0.004601431309714996,0.006000103555761207
689500,50737,1691,105,160,143,21,Хамовники,"LINESTRING (37.563957 55.724619, 37.563492 55.724411)",POINT (37.5637 55.7245),myData.biz,55.724619,37.563957,55.724411,37.563492,55.7245,37.5637,0.6234410804518133,400207.37231957715,0.6402308352329136,0.03127258777934839,0.031697550821574556
689501,50737,1691,105,160,143,21,Хамовники,"LINESTRING (37.563492 55.724411, 37.563012 55.724197)",POINT (37.5633 55.7243),myData.biz,55.724411,37.563492,55.724197,37.563012,55.7243,37.5633,0.6145219334485731,376250.3600719474,0.6019057550450925,0.03127258777934839,0.03590495617656547
689502,50737,1691,105,160,143,21,Хамовники,"LINESTRING (37.563012 55.724197, 37.562782 55.724095)",POINT (37.5629 55.7241),myData.biz,55.724197,37.563012,55.724095,37.562782,55.7241,37.5629,0.5823414845617689,375005.2155001036,0.5999138428204759,0.03127258777934839,0.03909702350542996
689503,11224,374,23,35,31,4,Хамовники,"LINESTRING (37.565957 55.728849, 37.566169 55.728929)",POINT (37.5661 55.7289),myData.biz,55.728849,37.565957,55.728929,37.566169,55.7289,37.5661,0.345958058479001,411099.5529965096,0.657655533001934,0.006903688792514364,0.01156525272755745
689506,1018,33,2,3,2,0,Хамовники,"LINESTRING (37.566576 55.725483, 37.566824 55.72532)",POINT (37.5667 55.7254),myData.biz,55.725483,37.566576,55.72532,37.566824,55.7254,37.5667,0.95,423901.07996270433,0.6781346955299955,0.0006093304026267815,7.3367213707816e-05
689507,1018,33,2,3,2,0,Хамовники,"LINESTRING (37.566824 55.72532, 37.56699 55.725212)",POINT (37.5669 55.7253),myData.biz,55.72532,37.566824,55.725212,37.56699,55.7253,37.5669,0.95,414867.16772849095,0.6636827510551488,0.0006093304026267815,7.666144543784198e-05
689508,1018,33,2,3,2,0,Хамовники,"LINESTRING (37.56699 55.725212, 37.567181 55.725087)",POINT (37.5671 55.7251),myData.biz,55.725212,37.56699,55.725087,37.567181,55.7251,37.5671,0.95,416297.94753018767,0.665971632075217,0.0006093304026267815,7.613970910708829e-05
689509,4198,139,8,13,11,1,Хамовники,"LINESTRING (37.567232 55.725053, 37.566908 55.724899)",POINT (37.5671 55.725),myData.biz,55.725053,37.567232,55.724899,37.566908,55.725,37.5671,0.95,416549.2885147232,0.6663737132398982,0.002570535544684641,0.0003208181197723196
689511,5161,172,10,16,14,2,Хамовники,"LINESTRING (37.569418 55.725331, 37.569212 55.725237)",POINT (37.5693 55.7253),myData.biz,55.725331,37.569418,55.725237,37.569212,55.7253,37.5693,0.6725816282753861,407831.8420995983,0.6524280329756262,0.0031644476678927285,0.0026943295455059066
689513,29481,982,61,93,83,12,Хамовники,"LINESTRING (37.57083 55.724707, 37.572117 55.723791)",POINT (37.5715 55.7242),myData.biz,55.724707,37.57083,55.723791,37.572117,55.7242,37.5715,0.31576052668597443,330871.9034582368,0.5293118534957838,0.018163349886398117,0.04376655312110033
689514,162721,5424,337,515,461,70,Хамовники,"LINESTRING (37.572117 55.723791, 37.57216 55.72381)",POINT (37.5721 55.7238),myData.biz,55.723791,37.572117,55.72381,37.57216,55.7238,37.5721,0.2698370115917454,327393.6896273325,0.5237476027201895,0.10033661187626892,0.2610486376876638
689515,162721,5424,337,515,461,70,Хамовники,"LINESTRING (37.57216 55.72381, 37.572222 55.72384)",POINT (37.5722 55.7238),myData.biz,55.72381,37.57216,55.72384,37.572222,55.7238,37.5722,0.26588584212948524,327758.8657943972,0.5243317910046372,0.10033661187626892,0.2621393195325274
689516,29481,982,61,93,83,12,Хамовники,"LINESTRING (37.572222 55.72384, 37.572329 55.723763)",POINT (37.5723 55.7238),myData.biz,55.72384,37.572222,55.723763,37.572329,55.7238,37.5723,0.2620322437723742,327106.23079372454,0.5232877422528305,0.018163349886398117,0.047807349260823195
689517,29481,982,61,93,83,12,Хамовники,"LINESTRING (37.572329 55.723763, 37.572412 55.723703)",POINT (37.5724 55.7237),myData.biz,55.723763,37.572329,55.723703,37.572412,55.7237,37.5724,0.2547900452672296,326555.6323828857,0.5224069258960757,0.018163349886398117,0.04836571655034773
689518,42860,1428,88,135,121,18,Хамовники,"LINESTRING (37.572412 55.723703, 37.572361 55.723679)",POINT (37.5724 55.7237),myData.biz,55.723703,37.572412,55.723679,37.572361,55.7237,37.5724,0.2547900452672296,326555.6323828857,0.5224069258960757,0.026414596300106324,0.07033729380501148
689519,42860,1428,88,135,121,18,Хамовники,"LINESTRING (37.572361 55.723679, 37.572309 55.723654)",POINT (37.5723 55.7237),myData.biz,55.723679,37.572361,55.723654,37.572309,55.7237,37.5723,0.25839669631240125,327535.7360777055,0.5239748406388695,0.026414596300106324,0.06976708056039313
689520,42860,1428,88,135,121,18,Хамовники,"LINESTRING (37.572309 55.723654, 37.57225 55.723627)",POINT (37.5723 55.7236),myData.biz,55.723654,37.572309,55.723627,37.57225,55.7236,37.5723,0.25470331952868336,329374.8154959351,0.5269168964113873,0.026414596300106324,0.06968119841955228
689521,22481,749,46,71,63,9,Хамовники,"LINESTRING (37.57225 55.723627, 37.573286 55.723176)",POINT (37.5728 55.7234),myData.biz,55.723627,37.57225,55.723176,37.573286,55.7234,37.5728,0.24034830083381792,329042.37176528346,0.5263850716369344,0.013846231649163836,0.037271468053255805
689522,17111,570,35,54,48,7,Хамовники,"LINESTRING (37.573286 55.723176, 37.57327 55.723111)",POINT (37.5733 55.7231),myData.biz,55.723176,37.573286,55.723111,37.57327,55.7231,37.5733,0.25422530193498927,337383.10109910613,0.5397281011115422,0.010534385230028394,0.02705430058933935
689523,17111,570,35,54,48,7,Хамовники,"LINESTRING (37.57327 55.723111, 37.573307 55.723084)",POINT (37.5733 55.7231),myData.biz,55.723111,37.57327,55.723084,37.573307,55.7231,37.5733,0.25422530193498927,337383.10109910613,0.5397281011115422,0.010534385230028394,0.02705430058933935
689524,19706,656,40,62,55,8,Хамовники,"LINESTRING (37.573307 55.723084, 37.573221 55.723025)",POINT (37.5733 55.7231),myData.biz,55.723084,37.573307,55.723025,37.573221,55.7231,37.5733,0.25422530193498927,337383.10109910613,0.5397281011115422,0.012134802633688817,0.03116447622480189
689525,19706,656,40,62,55,8,Хамовники,"LINESTRING (37.573221 55.723025, 37.573156 55.72298)",POINT (37.5732 55.723),myData.biz,55.723025,37.573221,55.72298,37.573156,55.723,37.5732,0.26264019744501704,339127.64038943127,0.5425189169069939,0.012134802633688817,0.030626003334455372
689526,50723,1690,105,160,143,21,Хамовники,"LINESTRING (37.573584 55.722797, 37.573398 55.722662)",POINT (37.5735 55.7227),myData.biz,55.722797,37.573584,55.722662,37.573398,55.7227,37.5735,0.2802776106357577,350456.79962193663,0.5606426683814425,0.03126395354287392,0.0739659427793455
689527,50723,1690,105,160,143,21,Хамовники,"LINESTRING (37.573398 55.722662, 37.573393 55.722594)",POINT (37.5734 55.7226),myData.biz,55.722662,37.573398,55.722594,37.573393,55.7226,37.5734,0.29064819280823817,360282.3631254379,0.5763610520125011,0.03126395354287392,0.07029209164643323
689528,39925,1330,82,126,113,17,Хамовники,"LINESTRING (37.573393 55.722594, 37.573312 55.722537)",POINT (37.5734 55.7226),myData.biz,55.722594,37.573393,55.722537,37.573312,55.7226,37.5734,0.29064819280823817,360282.3631254379,0.5763610520125011,0.024604490296351665,0.055319333956058106
689529,12567,418,25,39,35,5,Хамовники,"LINESTRING (37.570194 55.724421, 37.570357 55.724304)",POINT (37.5703 55.7244),myData.biz,55.724421,37.570194,55.724304,37.570357,55.7244,37.5703,0.41787075824710856,400624.21360119723,0.6408976744605499,0.007731958762886598,0.01209294761932999
689530,6785,226,14,21,19,2,Хамовники,"LINESTRING (37.569279 55.723631, 37.5691 55.723528)",POINT (37.5692 55.7236),myData.biz,55.723631,37.569279,55.723528,37.5691,55.7236,37.5692,0.408797866869743,418651.847556153,0.6697372688882199,0.004166019098931081,0.00608585816302114
689531,7337,244,15,23,20,3,Хамовники,"LINESTRING (37.5691 55.723528, 37.568941 55.723456)",POINT (37.569 55.7235),myData.biz,55.723528,37.5691,55.723456,37.568941,55.7235,37.569,0.4324281647661863,417819.60346342897,0.6684058916171396,0.004506454708495842,0.006345526496653239
689532,7337,244,15,23,20,3,Хамовники,"LINESTRING (37.568941 55.723456, 37.568716 55.723353)",POINT (37.5688 55.7234),myData.biz,55.723456,37.568941,55.723353,37.568716,55.7234,37.5688,0.45796348460234315,419384.6487684247,0.6709095630345747,0.004506454708495842,0.006014282546608196
689533,4991,166,10,15,14,2,Хамовники,"LINESTRING (37.569321 55.723602, 37.56928 55.723404)",POINT (37.5693 55.7235),myData.biz,55.723602,37.569321,55.723404,37.56928,55.7235,37.5693,0.39987420433923115,418787.9941237735,0.6699550685064452,0.00305960336784561,0.004534041618393683
689534,5543,184,11,17,15,2,Хамовники,"LINESTRING (37.56928 55.723404, 37.569387 55.723329)",POINT (37.5693 55.7234),myData.biz,55.723404,37.56928,55.723329,37.569387,55.7234,37.5693,0.40035805021214466,418946.92568041955,0.6702093182680547,0.0034000389774103703,0.005030594287617154
689535,12519,417,25,39,35,5,Хамовники,"LINESTRING (37.568065 55.724447, 37.568428 55.724185)",POINT (37.5682 55.7243),myData.biz,55.724447,37.568065,55.724185,37.568428,55.7243,37.5682,0.6797335492917623,423002.69712310703,0.6766975132131423,0.007702355666402706,0.005966904270470588
689536,8706,290,18,27,24,3,Хамовники,"LINESTRING (37.568428 55.724185, 37.568493 55.724139)",POINT (37.5685 55.7242),myData.biz,55.724185,37.568428,55.724139,37.568493,55.7242,37.5685,0.5990618337363004,424223.5269088562,0.6786505280111017,0.005350759689463518,0.005157930031098516
689537,8706,290,18,27,24,3,Хамовники,"LINESTRING (37.568493 55.724139, 37.568516 55.724122)",POINT (37.5685 55.7241),myData.biz,55.724139,37.568493,55.724122,37.568516,55.7241,37.5685,0.5679614585657691,423648.73734902585,0.6777310120153707,0.005350759689463518,0.005573929387222097
689539,34870,1162,72,110,98,15,Хамовники,"LINESTRING (37.559198 55.730206, 37.559228 55.730118)",POINT (37.5592 55.7302),myData.biz,55.730206,37.559198,55.730118,37.559228,55.7302,37.5592,0.30055808176116955,339672.2526546436,0.5433901569648021,0.021486914197891765,0.051342378588083326
689540,29391,979,60,93,83,12,Хамовники,"LINESTRING (37.559228 55.730118, 37.558636 55.729859)",POINT (37.5589 55.73),myData.biz,55.730118,37.559228,55.729859,37.558636,55.73,37.5589,0.3119374583045284,337103.94656952046,0.539281525402494,0.01810784408049082,0.04294724391766712
689541,26445,881,54,83,74,11,Хамовники,"LINESTRING (37.558636 55.729859, 37.558383 55.729844)",POINT (37.5585 55.7299),myData.biz,55.729859,37.558636,55.729844,37.558383,55.7299,37.5585,0.3091383955401646,337784.85268934397,0.5403708006999675,0.016290954033791934,0.038703495976974235
689543,6618,220,13,20,18,2,Хамовники,"LINESTRING (37.565187 55.731276, 37.564933 55.731451)",POINT (37.5651 55.7314),myData.biz,55.731276,37.565187,55.731451,37.564933,55.7314,37.5651,0.19918707038231098,343741.90794980316,0.549900562515862,0.0040630249924142065,0.010957060254610324
689544,22048,734,45,69,62,9,Хамовники,"LINESTRING (37.564933 55.731451, 37.564856 55.731502999999996)",POINT (37.5649 55.7315),myData.biz,55.731451,37.564933,55.731503,37.564856,55.7315,37.5649,0.1976188287981577,344147.2203554089,0.5505489584963539,0.013579187049632058,0.03663885560078653
689545,107635,3587,222,340,304,46,Хамовники,"LINESTRING (37.567444 55.724184, 37.567916 55.723853)",POINT (37.5677 55.724),myData.biz,55.724184,37.567444,55.723853,37.567916,55.724,37.5677,0.6097352679048732,415736.4747731803,0.6650734195513364,0.06636335827394212,0.06489963976614695
689551,25616,853,53,81,72,11,Хамовники,"LINESTRING (37.56066 55.730765, 37.560446 55.730842)",POINT (37.5606 55.7308),myData.biz,55.730765,37.56066,55.730842,37.560446,55.7308,37.5606,0.26620030427939184,321183.6850244037,0.5138131867790894,0.015779683888268045,0.04211957797095213
689552,25291,843,52,80,71,10,Хамовники,"LINESTRING (37.560446 55.730842, 37.559951 55.730781)",POINT (37.5602 55.7308),myData.biz,55.730842,37.560446,55.730781,37.559951,55.7308,37.5602,0.26368270442717107,318725.7596060955,0.5098811359966858,0.015579246255825026,0.04206470733971608
689553,25291,843,52,80,71,10,Хамовники,"LINESTRING (37.559951 55.730781, 37.559879 55.730773)",POINT (37.5599 55.7308),myData.biz,55.730781,37.559951,55.730773,37.559879,55.7308,37.5599,0.2610997768374971,318271.8922063159,0.5091550644685923,0.015579246255825026,0.04227480019942096
689554,25291,843,52,80,71,10,Хамовники,"LINESTRING (37.559879 55.730773, 37.559745 55.730703)",POINT (37.5598 55.7307),myData.biz,55.730773,37.559879,55.730703,37.559745,55.7307,37.5598,0.26763777415079376,318457.02251106384,0.5094512255132719,0.015579246255825026,0.04187545921444262
689555,11705,390,24,37,33,5,Хамовники,"LINESTRING (37.559745 55.730703, 37.559688 55.730615)",POINT (37.5597 55.7307),myData.biz,55.730703,37.559745,55.730615,37.559688,55.7307,37.5597,0.26650428102725426,330740.61490973335,0.5291018254631924,0.007200336488530033,0.01860725855298948
689557,44410,1480,91,140,125,19,Хамовники,"LINESTRING (37.561757 55.731678, 37.561226 55.731704)",POINT (37.5615 55.7317),myData.biz,55.731678,37.561757,55.731704,37.561226,55.7317,37.5615,0.21104710481750877,325780.06330838904,0.5211662141301827,0.027370529624065346,0.07736135553900439
689558,25397,846,52,80,71,10,Хамовники,"LINESTRING (37.561226 55.731704, 37.561065 55.731876)",POINT (37.5611 55.7318),myData.biz,55.731704,37.561226,55.731876,37.561065,55.7318,37.5611,0.2062633023539658,324529.3299449386,0.5191653612712221,0.015644619760560287,0.04467270266651438
689560,38582,1286,79,122,109,16,Хамовники,"LINESTRING (37.566604 55.727652, 37.566708 55.727682)",POINT (37.5667 55.7277),myData.biz,55.727652,37.566604,55.727682,37.566708,55.7277,37.5667,0.6431189274045775,401622.1882650718,0.6424941781740792,0.02377622032597943,0.022696268471422098
689561,45214,1507,93,143,128,19,Хамовники,"LINESTRING (37.566708 55.727682, 37.566654 55.727745)",POINT (37.5667 55.7277),myData.biz,55.727682,37.566708,55.727745,37.566654,55.7277,37.5667,0.6431189274045775,401622.1882650718,0.6424941781740792,0.02786638149017054,0.026600648335047106
689578,50906,1696,105,161,144,22,Хамовники,"LINESTRING (37.567195 55.730035, 37.567555 55.72977)",POINT (37.5674 55.7299),myData.biz,55.730035,37.567195,55.72977,37.567555,55.7299,37.5674,0.24746765366232737,412687.26108396234,0.6601954590635614,0.031376815348218755,0.06002998318498832
689579,50906,1696,105,161,144,22,Хамовники,"LINESTRING (37.567555 55.72977, 37.56723 55.729627)",POINT (37.5674 55.7297),myData.biz,55.72977,37.567555,55.729627,37.56723,55.7297,37.5674,0.26171947003829565,413412.37237789814,0.6613554513112563,0.031376815348218755,0.05869206308556378
689580,50906,1696,105,161,144,22,Хамовники,"LINESTRING (37.56723 55.729627, 37.567222 55.729457)",POINT (37.5672 55.7295),myData.biz,55.729627,37.56723,55.729457,37.567222,55.7295,37.5672,0.2791497285635999,411978.181509478,0.6590611134585769,0.031376815348218755,0.0576946411159018
689581,50906,1696,105,161,144,22,Хамовники,"LINESTRING (37.567222 55.729457, 37.566659 55.729219)",POINT (37.5669 55.7293),myData.biz,55.729457,37.567222,55.729219,37.566659,55.7293,37.5669,0.29937777208595956,412694.12196816516,0.6602064347200628,0.031376815348218755,0.05588727485897528
689582,70111,2337,145,222,198,30,Хамовники,"LINESTRING (37.566659 55.729219, 37.566414 55.729029)",POINT (37.5665 55.7291),myData.biz,55.729219,37.566659,55.729029,37.566414,55.7291,37.5665,0.322020026476778,412486.9564625993,0.6598750230009848,0.04322113759765938,0.0745687038189
689583,127,4,0,0,0,0,Хамовники,"LINESTRING (37.566193 55.728939, 37.566169 55.728929)",POINT (37.5662 55.7289),myData.biz,55.728939,37.566193,55.728929,37.566169,55.7289,37.5662,0.34643685011107167,411099.5529965096,0.657655533001934,5.9822924144532185e-05,0.00010014367329681252
689585,15474,515,32,48,43,6,Хамовники,"LINESTRING (37.565779 55.733601, 37.565932 55.733708)",POINT (37.5659 55.7337),myData.biz,55.733601,37.565779,55.733708,37.565932,55.7337,37.5659,0.13247084598982356,461598.50223444076,0.7384409105331368,0.00952479629369232,0.016170170570384772
689586,21155,705,43,66,59,9,Хамовники,"LINESTRING (37.565932 55.733708, 37.565915 55.733716)",POINT (37.5659 55.7337),myData.biz,55.733708,37.565932,55.733716,37.565915,55.7337,37.5659,0.13247084598982356,461598.50223444076,0.7384409105331368,0.013028446108796313,0.022118288869423616
689587,24804,826,51,78,70,10,Хамовники,"LINESTRING (37.560965 55.730657, 37.560844 55.730595)",POINT (37.5609 55.7306),myData.biz,55.730657,37.560965,55.730595,37.560844,55.7306,37.5609,0.28422871501676594,312040.88252703083,0.49918704578824474,0.01527889817274887,0.04097763328288819
689588,24804,826,51,78,70,10,Хамовники,"LINESTRING (37.560844 55.730595, 37.560778 55.730563)",POINT (37.5608 55.7306),myData.biz,55.730595,37.560844,55.730563,37.560778,55.7306,37.5608,0.2838601665503146,311382.4257551153,0.4981336836943812,0.01527889817274887,0.04108496535699031
